Go.	Mene.
Why are you in your bathrobe?	Miksi olet kylpytakissa?
Why can't you leave me alone?	Mikset voi jättää minua yksin?
Why did you buy a French car?	Miksi sinä ostit ranskalaisen auton?
Why did you change your mind?	Miksi muutit mielipidettäsi?
Why did you keep her picture?	Miksi pidit hänen kuvansa?
Why did you keep it a secret?	Miksi pidit sen salassa?
Why did your father beat you?	Miksi sinun isäsi löi sinua?
Why didn't Tom come with you?	Miksei Tom tullut sinun mukanasi?
Why didn't somebody help Tom?	Miksei kukaan auttanut Tomia?
Why didn't somebody tell Tom?	Miksi joku ei kertonut Tomille?
Why didn't you go to Germany?	Miksi et mennyt Saksaan?
Why do you like short skirts?	Miksi sinä pidät lyhyistä hameista?
Why don't we take the subway?	Mitä jos menisimme metrolla?
Why don't you eat vegetables?	Miksi et syö vihanneksia?
Why don't you give it a rest?	Mitä jos antaisit sen olla?
Why haven't you told Tom yet?	Miksi et ole vielä kertonut Tomille?
Why is this computer so slow?	Miksi tämä tietokone on niin hidas?
Why should Tom be in trouble?	Miksi Tom olisi vaikeuksissa?
Why wasn't I told about this?	Miksei minulle kerrotu tästä?
Will you go to Tom's wedding?	Aiotko sinä mennä Tomin häihin?
Will you have dinner with me?	Lähtisitkö illalliselle kanssani?
Windy this morning, isn't it?	Tänä aamuna on tuulista, vai mitä?
Winter is my favorite season.	Talvi on lempivuodenaikani.
Won't you have some more tea?	Etkö ottaisi vielä vähän lisää teetä?
Work is so frustrating today.	Työ on niin turhauttavaa nykyään.
Worrying isn't going to help.	Murehtiminen ei auta.
Would 9 o'clock be all right?	Sopisiko kello yhdeksän?
Would you be friends with me?	Voisitko olla minun ystäväni?
Would you give me a discount?	Antaisitko minulle ennakkoalennusta?
Would you lend me some money?	Voisitko lainata minulle vähän rahaa?
Would you like some more tea?	Haluaisitko lisää teetä?
Would you like to go dancing?	Haluasitko lähteä tanssimaan?
You are both pretty and kind.	Olet sekä nätti että ystävällinen.
You are not a child any more.	Sinä et ole lapsi enää.
You can go anywhere you want.	Voit mennä mihin tahansa haluat.
You can't change who you are.	Et voi muuttaa itseäsi.
You can't go home until 2:30.	Et voi mennä kotiin ennen kuin kello 2:30.
You can't park your car here.	Et voi pysäköidä autoasi tähän.
You can't run away from this.	Et voi juosta tätä karkuun.
You can't take that with you.	Et voi ottaa sitä mukaasi.
You didn't complain, did you?	Sinä et valittanut, eikö niin?
You didn't do anything wrong.	Et tehnyt mitään väärää.
You didn't tell him anything?	Ethän sinä kertonut hänelle mitään?
You don't have a key, do you?	Sinulla ei ole avainta, eikö niin?
You don't look like a doctor.	Sinä et näytä lääkäriltä.
You don't need to go at once.	Sinun ei tarvitse lähteä heti.
You got home late last night.	Tulit kotiin myöhään viime yönä.
You had better do it at once.	Sinun olisi parempi tehdä se välittömästi.
You had better go to bed now.	Sinun on parasta mennä nyt nukkumaan.
You had better leave at once.	Sinun olisi parempi lähteä juuri nyt.
You have good taste in music.	Sinullapa on hyvä musiikkimaku.
You have such beautiful eyes.	Sinulla on niin kauniit silmät.
You have to control yourself.	Sinun on kontrolloitava itseäsi.
You have to follow the rules.	Sinun täytyy noudattaa sääntöjä.
You know why I'm here, right?	Sinähän tiedät miksi olen täällä, vai kuinka?
You live in Tokyo, don't you?	Sinähän asut Tokiossa, eikö niin?
You look very charming today.	Näytät todella hurmaavalta tänään.
You made that up, didn't you?	Sinä keksit sen päästäsi, eikö niin?
You make hardly any mistakes.	Teet tuskin lainkaan virheitä.
You may as well come with me.	Voit yhtä hyvin tulla mukaani.
You may go anywhere you like.	Voit mennä mihin ikinä haluat.
You must have stayed up late.	Sinä varmaankin valvoit myöhään.
You must not leave right now.	Sinun ei tarvitse lähteä juuri nyt.
You need money to make money.	Tarvitset rahaa takoaksesi rahaa.
You need to follow the rules.	Sinun täytyy noudattaa sääntöjä.
You need to lose some weight.	Sinun täytyy laihtua.
You need to take these pills.	Sinun täytyy ottaa nämä pillerit.
You only need to concentrate.	Sinun tarvitsee vain keskittyä.
You pay them well, don't you?	Maksat heille hyvin, vai mitä?
You ran as fast as you could.	Sinä juoksit niin nopeasti kuin pystyit.
You remember that, don't you?	Muistat sen, etkö vain?
You said that you were happy.	Sanoit olevasi onnellinen.
You seem like a smart person.	Vaikutat fiksulta ihmiseltä.
You seem to be an honest man.	Vaikutat rehelliseltä mieheltä.
You should get your hair cut.	Sinun pitäisi leikkauttaa hiuksesi.
You should have known better.	Sinun olisi pitänyt osata harkita tarkemmin.
You should obey your parents.	Sinun pitää kuunnella mitä vanhempasi sanovat.
You should've seen Tom dance.	Sinun pitäisi nähdä Tomin tanssivan.
You shouldn't have done that.	Sinun ei olisi pitänyt tehdä sitä.
You shouldn't have said that.	Sinun ei olisi pitänyt sanoa sitä.
You understand French, right?	Sinähän ymmärrät ranskaa, vai kuinka?
You won't be able to help us.	Et voi auttaa meitä.
You'd be stupid to trust Tom.	Olisit typerä, jos luottaist Tomiin.
You'll have a wonderful time.	Sinulla tulee olemaan hienoa aikaa.
You'll have to clean this up.	Sinun täytyy sivota tämä.
You're a very good guitarist.	Olet todella hyvä kitaristi.
You're about my age, I think.	Olet suunnilleen minun ikäiseni, luulen.
You're all nothing but pawns.	Ette ole muuta kuin moukkia.
You're always criticizing me!	Arvostelet minua aina!
You're better off without me.	Pärjäät paremmin ilman minua.
You're driving like a maniac!	Ajat kuin hullu.
You're going to do just fine.	Pärjäät ihan hyvin.
You're in third grade, right?	Olet kolmannella luokalla, eikö niin?
You're mad at me, aren't you?	Olet vihainen minulle, vai kuinka?
You're not going to find Tom.	Sinä et löydä Tomia.
You're not my friend anymore.	Sinä et ole enää minun ystäväni.
You're not telling the truth.	Et kerro totuutta.
You're ruining my whole plan.	Pilaat koko suunnitelmani.
You're the one with the Ph.D.	Sinä olet se, jolla on tohtorin tutkinto.
You're the perfect boyfriend.	Sinä olet täydellinen poikaystävä.
You're very good with people.	Olet hyvä ihmisten kanssa.
You're wearing my shirt, Tom.	Tomi, sulla on ylläsi mun paita.
You've lost your credibility.	Olet menettänyt uskottavuutesi.
Your assumptions are correct.	Oletuksesi ovat oikeassa.
Your keys are on the counter.	Avaimesi ovat työtasolla.
Your paintings are beautiful.	Maalauksesi ovat kauniita.
Your pen is better than mine.	Sinun kynäsi on parempi kuin minun.
Your rules don't apply to me.	Sinun sääntösi eivät päde minuun.
"Thank you." "You're welcome."	”Kiitos.” ”Ei kestä.”
A bird is singing in the tree.	Lintu laulaa puussa.
A book dropped from the shelf.	Kirja putosi hyllyltä.
A burnt child dreads the fire.	Palanut lapsi pelkää tulta.
A button has come off my coat.	Nappi on irronnut takistani.
A captain is above a sergeant.	Kapteeni on arvojärjestyksessä kersantin yläpuolella.
A car is a handy thing to own.	On kätevää omistaa auto.
A cold wave hit this district.	Kylmä aalto iski tälle alueelle.
A dog ran about in the garden.	Koira juoksenteli ympäriinsä puutarhassa.
A fence runs around the house.	Aita kiertää ympäri talon.
A fly can walk on the ceiling.	Kärpänen osaa kävellä katossa.
A fortune-teller read my hand.	Povari luki minulle kädestäni.
A glass of white wine, please.	Saisinko lasin valkoviiniä?
A good coach trains this team.	Hyvä valmentaja kehittää joukkuettaan.
A good idea came into my head.	Sain päähäni hyvä ajatuksen.
A good idea came into my mind.	Mieleeni tuli hyvä idea.
A good many people were there.	Useat ihmiset olivat siellä.
A good medicine tastes bitter.	Hyvä lääke maistuu karvaalta.
A good sweat will cure a cold.	Kunnon hikoilu parantaa vilustumisen.
A lot of people need our help.	Monet ihmiset tarvitsevat apuamme.
A man is known by his friends.	Ystävistään mies tunnetaan.
A new oil tanker was launched.	Uusi öljytankkeri laskettiin vesille.
A new room was assigned to me.	Minulle osoitettiin uusi huone.
Actually, I feel like talking.	Itse asiassa minua huvittaa jutella.
All that glitters is not gold.	Kaikki, mikä kiiltää, ei ole kultaa.
Am I talking too fast for you?	Puhunko minä sinulle liian nopeasti?
Are there any messages for me?	Onko minulle viestejä?
Are these books yours or mine?	Ovatko nämä kirjat sinun vai minun?
Are you doing that on purpose?	Teetkö tuon tahallasi?
Are you interested in flowers?	Oletko kiinnostunut kukista?
Are you looking for something?	Etsittekö jotain?
Are you quite sure about that?	Oletko aivan varma tuosta?
Are you staying at this hotel?	Asutko tässä hotellissa?
Are you sure you're not tired?	Oletko varma ettet ole väsynyt?
Are you two dating each other?	Tapailetteko toisianne?
Are you waiting for something?	Odotatko sinä jotain?
Aren't you exaggerating a bit?	Etkö nyt vähän liioittele?
As far as I know, he's guilty.	Minun tietääkseni hän on syyllinen.
As you sow, so shall you reap.	Niin makaa kuin petaa.
Ask him to attend the meeting.	Pyydä häntä osallistumaan kokoukseen.
At home, we only speak French.	Kotona me puhumme vain ranskaa.
At home, we speak only French.	Kotona me puhumme vain ranskaa.
At most, it'll cost ten pesos.	Korkeintaan se maksaa kymmenen pesoa.
Big men are not always strong.	Isot miehet eivät aina ole vahvoja.
Brush your teeth after eating.	Pese hampaasi ruokailun jälkeen.
By the way, where do you live?	Missä muuten asut?
Call me at six-thirty, please.	Soita minulle puoli seitsemältä.
Can I have some water, please?	Saisinko vähän vettä?
Can I see you at ten tomorrow?	Voinko tavata sinut kymmeneltä huomenna?
Can such a thing happen again?	Voiko sellaista sattua uudestaan?
Can you come home early today?	Voitko tulla tänään aikaisin kotiin?
Can you speak French like Tom?	Osaatko puhua ranskaa niin kuin Tom?
Can you tell if this is Tom's?	Osaatko sanoa, onko tämä Tomin?
Children shouldn't be spoiled.	Lapsia ei pidä hemmotella.
Close the door when you leave.	Sulje ovi kun menet.
Could I have some more coffee?	Voisinko saada vähän lisää kahvia?
Could I have the bill, please?	Lasku, kiitos.
Could I please use your phone?	Voisinko käyttää puhelintasi?
Could I say something, please?	Voisinko sanoa jotain?
Could we speak French instead?	Voisimmeko puhua ranskaa sen sijaan?
Could you hang up the laundry?	Voisitko ripustaa pyykit?
Could you help me when I move?	Voisitko auttaa minua muutossa?
Could you please take me home?	Voisitko viedä minut kotiin?
Could you repeat that, please?	Voisitko toistaa?
Could you turn off the lights?	Voisitko sammuttaa valot?
Could you turn the music down?	Laittaisitko musiikkia pienemmälle?
Did Tom break something again?	Rikkoiko Tom taas jotain?
Did you accomplish your goals?	Saavutitko tavoitteesi?
Did you call me up last night?	Soititko minulle viime yönä?
Did you forget to bring money?	Unohditko tuoda rahaa?
Did you leave the window open?	Jätitkö ikkunan auki?
Did you put on some sunscreen?	Laitoitko aurinkorasvaa?
Did you walk all the way here?	Kävelitkö koko matkan tänne?
Do I have to decide right now?	Pitääkö minun päättää heti?
Do I have to do it over again?	Täytyykö minun tehdä se uudestaan?
Do whatever you think is best.	Tee mitä ikinä parhaaksi katsot.
Do whatever you want about it.	Tee sille mitä lystäät.
Do you eat at home or eat out?	Syötkö kotona vai ulkona?
Do you happen to have matches?	Onko sinulla sattumoisin tulitikkuja?
Do you have medical insurance?	Onko teillä sairausvakuutusta?
Do you have plans for tonight?	Onko sinulla suunnitelmia tälle illalle?
Do you have some dental floss?	Onko sinulla hammaslankaa?
Do you know any ghost stories?	Tiedätkö mitään kummitustarinoita?
Do you know anything about it?	Tiedätkö sinä siitä mitään?
Do you know much about Boston?	Tiedätkö paljon Bostonista?
Do you like French literature?	Pidätkö ranskalaisesta kirjallisuudesta?
Do you prefer lobster or crab?	Kummasta pidätä enemmän, hummerista vai taskuravusta?
Do you remember what Tom said?	Muistatko, mitä Tomi sanoi?
Do you remember what she said?	Muistatko mitä hän sanoi?
Do you see people in the park?	Näetkö ihmisiä puistossa?
Do you sell French newspapers?	Myyttekö ranskankielisiä sanomalehtiä?
Do you speak French every day?	Puhutko ranskaa joka päivä?
Do you study French at school?	Opiskeletko ranskaa koulussa?
Do you study French every day?	Opiskeletko ranskaa joka päivä?
Do you think I still love Tom?	Luuletko, että rakastan Tomia vieläkin?
Do you think this job is easy?	Onko tämä työ sinusta helppoa?
Do you think you can fix that?	Luuletko, että osaat korjata sen?
Do you use current technology?	Käytätkö nykyistä teknologiaa?
Do you want to do this or not?	Haluatko tehdä tämän vai et?
Do you want to know the truth?	Haluatko tietää totuuden?
Do your children speak French?	Puhuvatko lapsesi ranskaa?
Does anyone here speak French?	Puhuuko täällä joku ranskaa?
Does this bus go to the beach?	Meneekö tämä bussi rannalle?
Does this sentence make sense?	Onko tässä lauseessa järkeä?
Don't be silly. I can't do it.	Älä hassuja puhu. En pysty sellaiseen.
Don't be so harsh on yourself.	Älä ole niin ankara itsellesi.
Don't bother calling security.	Älä vaivaudu soittamaan vartijalle.
Don't buy me presents anymore.	Älä osta minulle enää lahjoja.
Don't ever mention that again.	Älä mainitse sitä enää koskaan.
Don't give up without a fight.	Älä luovuta ilman taistelua.
Don't jump to any conclusions.	Älä vedä hätäisiä johtopäätöksiä.
Don't leave me here by myself.	Älä jätä minua tänne yksin.
Don't point your finger at me.	Älä osoittele minua.
Don't say anything to anybody.	Älä sano mitään kenellekään.
Don't sit too close to the TV.	Älä istu liian lähellä televisiota.
Don't tell them the truth, OK?	Älä kerro heille totuutta, jooko?
Don't worry. I won't tell Tom.	Älä huoli. En kerro Tomille.
Don't worry. I'll protect you.	Älä välitä. Minä suojelen sinua.
Don't worry. Tom will be fine.	Ei syytä huoleen. Tom pärjää kyllä.
Don't worry. Tom will be here.	Älä huoli. Tom on siellä.
Don't you worry about a thing.	Älä sinä huolehdi mistään.
Dragons are imaginary animals.	Lohikäärmeet ovat kuvitteellisia eläimiä.
Driving too fast is dangerous.	On vaarallista ajaa liian kovaa.
Elephants can't ride bicycles.	Norsut eivät osaa ajaa pyörällä.
Every rule has its exceptions.	Ei sääntöä ilman poikkeusta.
Everybody was looking for Tom.	Kaikki etsivät Tomia.
Everyone is very proud of you.	Kaikki ovat niin ylpeitä sinusta.
Everything is going very well.	Kaikki menee todella hyvin.
Everything went very smoothly.	Kaikki meni hyvin sulavasti.
Excuse me, how much are these?	Anteeksi, kuinka paljon nämä maksavat?
Excuse me, is this seat taken?	Anteeksi, onko tämä paikka varattu?
Excuse me, may I borrow a pen?	Anteeksi, mutta saisinko lainata kynää?
Excuse me, where's the toilet?	Anteeksi, missä on WC?
Fasten your seat belt, please.	Olkaa hyvä ja kiinnittäkää turvavyönne.
Finally, he attained his goal.	Lopulta hän saavutti tavoitteensa.
Fish are cold-blooded animals.	Kalat ovat vaihtolämpöisiä eläimiä.
French is difficult, isn't it?	Ranskahan on vaikeaa, eikö niin?
French is her native language.	Hän puhuu ranskaa äidinkielenään.
French is my favorite subject.	Ranska on minun lempiaineeni.
French is their mother tongue.	Ranska on heidän äidinkielensä.
French isn't an easy language.	Ranska ei ole helppo kieli.
Half the students were absent.	Puolet oppilaista oli poissa.
